frame.number	ip.src	ip.dst
947	172.217.0.170	10.133.19.67
948	172.217.0.170	10.133.19.67
949	172.217.0.170	10.133.19.67
950	172.217.0.170	10.133.19.67
951	172.217.0.170	10.133.19.67
952	172.217.0.170	10.133.19.67
953	172.217.0.170	10.133.19.67
954	172.217.0.170	10.133.19.67
955	172.217.0.170	10.133.19.67
956	10.133.19.67	172.217.0.170
957	172.217.0.170	10.133.19.67
958	172.217.0.170	10.133.19.67
959	172.217.0.170	10.133.19.67
960	172.217.0.170	10.133.19.67
961	172.217.0.170	10.133.19.67
962	172.217.0.170	10.133.19.67
963	172.217.0.170	10.133.19.67
964	172.217.0.170	10.133.19.67
965	172.217.0.170	10.133.19.67
966	172.217.0.170	10.133.19.67
967	172.217.0.170	10.133.19.67
968	172.217.0.170	10.133.19.67
969	172.217.0.170	10.133.19.67
970	172.217.0.170	10.133.19.67
971	10.133.19.67	172.217.0.170
972	10.133.19.67	172.217.0.170
973	172.217.0.170	10.133.19.67
974	172.217.0.170	10.133.19.67
975	10.133.19.67	172.217.0.170
976	10.133.19.67	172.217.0.170
977	10.133.19.67	172.217.0.170
978	10.133.19.67	172.217.0.170
979	10.133.19.67	172.217.0.170
980	172.217.0.170	10.133.19.67
981	172.217.0.170	10.133.19.67
982	172.217.0.170	10.133.19.67
983	172.217.0.170	10.133.19.67
984	172.217.0.170	10.133.19.67
985	172.217.0.170	10.133.19.67
986	172.217.0.170	10.133.19.67
987	172.217.0.170	10.133.19.67
988	172.217.0.170	10.133.19.67
989	172.217.0.170	10.133.19.67
990		
991		
992		
993	10.133.19.67	172.217.0.170
994	10.133.19.67	172.217.0.170
995	10.133.19.67	172.217.0.170
996	10.133.19.67	172.217.0.170
997	10.133.19.67	172.217.0.170
998	10.133.19.67	172.217.0.170
999	10.133.19.67	172.217.0.170
1000	10.133.19.67	172.217.0.170
