frame.number	ip.src	ip.dst
438	142.250.191.238	10.133.19.67
439	142.250.190.10	10.133.19.67
440	142.250.190.10	10.133.19.67
441	10.133.19.67	142.250.190.10
442	10.133.19.67	142.250.191.106
443	142.250.190.10	10.133.19.67
444	142.250.191.106	10.133.19.67
445		
446	10.133.19.67	142.250.191.238
447	10.133.19.67	142.250.191.106
448	10.133.19.67	142.250.190.10
449	142.250.191.238	10.133.19.67
450	142.250.191.106	10.133.19.67
451	10.133.19.67	142.250.191.106
452	142.250.191.106	10.133.19.67
453		
454		
455	10.133.19.67	142.250.191.106
456	142.250.191.106	10.133.19.67
457		
458		
459	10.133.19.67	142.250.190.46
460	10.133.19.67	142.250.190.46
461	142.250.190.46	10.133.19.67
462	142.250.190.46	10.133.19.67
463	10.133.19.67	142.250.190.46
464	142.250.190.46	10.133.19.67
465	142.250.190.46	10.133.19.67
466	10.133.19.67	142.250.190.46
467	10.133.19.67	142.250.190.46
468	142.250.190.46	10.133.19.67
469	142.250.190.46	10.133.19.67
470	142.250.190.46	10.133.19.67
471	142.250.190.46	10.133.19.67
472	10.133.19.67	142.250.190.46
473	10.133.19.67	142.250.191.106
474	10.133.19.67	142.250.190.46
475	142.250.190.46	10.133.19.67
476	142.250.191.106	10.133.19.67
477		
478		
479		
480		
481		
482		
483	10.133.19.67	142.250.191.106
484	142.250.191.106	10.133.19.67
485		
486		
487		
488		
489		
490		
491		
492	10.133.19.67	142.250.191.106
493	142.250.191.106	10.133.19.67
494		
495		
496		
497		
498		
499	10.133.19.67	142.250.191.106
500	142.250.191.106	10.133.19.67
